"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","53996","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","55339","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","55104","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","55261","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","55245","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","55022","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","54664","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","54083","."
"Both Sexes","All Races","Alaska","Both","00-04 yrs","1999","2017","Suicide Injury","","P","977461","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","376088","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","384842","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","394064","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","405018","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","416609","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","430031","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","447107","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","459747","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","469680","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","473811","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","463418","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","455716","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","444870","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","438417","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","433645","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","433312","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","434662","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","435789","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","437262","."
"Both Sexes","All Races","Arizona","Both","00-04 yrs","1999","2017","Suicide Injury","","P","8234088","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","181127","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","181450","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","182026","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","182710","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","184087","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","186610","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","189757","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","192709","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","194941","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","197153","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","197987","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","197692","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","196086","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","194180","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","191474","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","190937","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","190993","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","191243","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","191435","."
"Both Sexes","All Races","Arkansas","Both","00-04 yrs","1999","2017","Suicide Injury","","P","3614597","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","2512147","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","2491833","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","2489298","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","2492281","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","2517741","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","2541765","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","2555615","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","2539421","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","2545743","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","2561061","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","2544721","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","2531337","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","2534569","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","2517190","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","2502704","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","2506873","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","2508080","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","2484772","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","2471513","."
"Both Sexes","All Races","California","Both","00-04 yrs","1999","2017","Suicide Injury","","P","47848664","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","291218","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","299040","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","309229","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","316179","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","322342","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","325986","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","330857","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","334470","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","339842","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","342857","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","343728","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","343960","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","341434","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","337720","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","334332","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","333700","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","334402","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","335103","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","336207","."
"Both Sexes","All Races","Colorado","Both","00-04 yrs","1999","2017","Suicide Injury","","P","6252606","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","222817","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","223284","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","220088","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","217269","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","216866","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","214447","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","211315","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","208812","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","207326","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","205536","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","203201","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","202109","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","197965","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","194306","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","190707","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","188459","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","186567","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","184228","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","183321","."
"Both Sexes","All Races","Connecticut","Both","00-04 yrs","1999","2017","Suicide Injury","","P","3878623","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","51069","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","51596","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","51699","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","52372","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","53020","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","53893","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","54816","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","55214","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","55997","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","56387","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","56359","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","55886","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","55914","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","55989","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","55534","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","55414","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","55401","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","55187","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","54992","."
"Both Sexes","All Races","Delaware","Both","00-04 yrs","1999","2017","Suicide Injury","","P","1036739","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","32898","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","32388","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","32396","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","32340","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","31553","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","31843","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","32051","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","31357","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","31858","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","32724","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","32707","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","32614","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","36231","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","38817","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","41175","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","42833","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","44169","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","44465","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","45035","."
"Both Sexes","All Races","District of Columbia","Both","00-04 yrs","1999","2017","Suicide Injury","","P","679454","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","941773","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","947560","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","967989","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","990798","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","1011435","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","1040169","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","1069937","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","1081196","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","1086240","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","1085579","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","1078822","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","1073505","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","1072375","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","1072781","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","1073054","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","1088191","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","1109048","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","1126865","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","1138095","."
"Both Sexes","All Races","Florida","Both","00-04 yrs","1999","2017","Suicide Injury","","P","20055412","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","582968","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","597073","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","614743","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","629479","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","642305","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","655618","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","669707","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","678855","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","693997","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","700331","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","692752","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","686795","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","679596","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","671494","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","661418","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","658572","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","659468","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","660269","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","660313","."
"Both Sexes","All Races","Georgia","Both","00-04 yrs","1999","2017","Suicide Injury","","P","12495753","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","79745","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","77874","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","77624","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","78444","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","79522","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","81943","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","83131","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","84376","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","86092","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","87854","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","87877","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","87407","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","90001","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","91065","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","91909","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","92451","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","92648","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","91521","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","90109","."
"Both Sexes","All Races","Hawaii","Both","00-04 yrs","1999","2017","Suicide Injury","","P","1631593","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","96186","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","97899","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","99882","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","101754","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","104308","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","107239","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2005","P","111036","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2006","P","114699","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2007","P","118768","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2008","P","121572","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2009","P","121829","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2010","P","121772","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2011","P","119361","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2012","P","116739","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2013","P","114655","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2014","P","113915","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2015","P","113857","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2016","P","115024","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","2017","P","117037","."
"Both Sexes","All Races","Idaho","Both","00-04 yrs","1999","2017","Suicide Injury","","P","2127532","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","1999","P","881966","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","2000","P","875986","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","2001","P","873939","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","2002","P","872761","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","2003","P","871830","."
"Both Sexes","All Races","Illinois","Both","00-04 yrs","1999","2017","Suicide Injury","2004","P","871631","."
